排名,电视剧名称,年份,评分,评价人数,导演,编剧,主演,类型,集数,单集片长,豆瓣网址
1475,咱们相爱吧,2016,5.3,6746,刘江, 史海伟,张静初 / 张歆艺 / 秦岚 / 袁弘 / 明道, 剧情 / 爱情,58,45,https://movie.douban.com/subject/26358588/
1476,器灵 第一季,2016,5.3,2176,探花, 田川 / 本少爷,彭昱畅 / 陈若轩 / 孙雪宁 / 伊丹·爱莉 / 童可可, 剧情 / 科幻,15,45,https://movie.douban.com/subject/26882249/
1477,最好的安排,2017,5.3,836,李小平, 徐兵,颖儿 / 王耀庆 / 付辛博 / 赵子惠 / 童苡萱, 剧情 / 爱情,30,45,https://movie.douban.com/subject/26700516/
1478,叶问,2013,5.3,522,范小天, 张炭 / 朱逸立 / 任莎 / 范小天,郑嘉颖 / 韩雪 / 宋洋 / 元华 / 梁小龙, 剧情 / 动作 / 传记,50,45,https://movie.douban.com/subject/11540727/
1479,冒险王卫斯理之无名发,2018,5.2,437,霍耀良, 马焱 / 张雨蒙 / 张娇阳,余文乐 / 杨蓉 / 胡然 / 伍允龙 / 仓田保昭, 科幻 / 悬疑 / 冒险,12,40,https://movie.douban.com/subject/30198448/
1480,岁月如金,2015,5.3,301,阎建钢, 王丽萍,张丰毅 / 颜丙燕 / 左小青 / 廖京生 / 李凤绪, 剧情 / 家庭,42,,https://movie.douban.com/subject/23942454/
1481,闪婚,2010,5.3,1316,王小康, 王静茹,张铎 / 唐嫣 / 颜丹晨 / 柏寒 / 张凯丽, 剧情 / 家庭,30,45,https://movie.douban.com/subject/5282447/
1482,新萍踪侠影,2011,5.3,426,李惠民, 梁志明 / 张勤懿,潘粤明 / 董洁 / 刘松仁 / 米雪 / 刘思彤, 剧情 / 爱情 / 武侠 / 古装,37,40,https://movie.douban.com/subject/5397541/
1483,我的极品老妈,2013,5.4,185,彭芾,,斯琴高娃 / 王姬 / 刘佩琦, 喜剧,30,40,https://movie.douban.com/subject/10566672/
1484,校园篮球风云,2016,5.2,193,刘泽田, 易何,陆路 / 金翰 / 邢菲 / 庞勇 / 史元庭, 运动,12,25,https://movie.douban.com/subject/26680649/
1485,老公的春天,2013,5.3,537,王小康, 王静茹,张国立 / 张歆艺 / 王雅捷 / 李明启 / 贾妮, 剧情 / 喜剧 / 爱情 / 家庭,35,,https://movie.douban.com/subject/20445143/
1486,杀狼花,2011,5.3,221,李小平, 金哥 / 戴劲雯,甄锡 / 王奎荣 / 黄海冰 / 苏瑾 / 丹琳,,25,40,https://movie.douban.com/subject/7564920/
1487,遍地狼烟,2011,5.3,190,虎子, 李昌民,杨烁 / 周扬 / 卫仑 / 朱琳 / 李竹, 剧情 / 战争,30,40,https://movie.douban.com/subject/10430326/
1488,马永贞,2011,5.3,141,鞠觉亮 / 邹集城, 依辉,陈国坤 / 周牧茵 / 樊少皇 / 徐少强 / 何中华, 剧情 / 动作,39,45,https://movie.douban.com/subject/10800166/
1489,边关烽火情,2013,5.3,110,曾晓欣, 冯华,于震 / 安以轩 / 曹磊 / 安钧璨, 剧情 / 爱情,36,40,https://movie.douban.com/subject/20426976/
1490,血誓,2013,5.3,94,路奇, 薄建利 / 关发明 / 祝昭晖,赵鸿飞 / 杜若溪 / 宣璐 / 严屹宽 / 邬靖靖, 剧情 / 爱情,30,,https://movie.douban.com/subject/20388205/
1491,天生无才,2010,5.3,80,上海文广 / 成志超,,欧阳震华 / 魏骏杰 / 王翔弘,,30,,https://movie.douban.com/subject/5361522/
1492,绝不逗你玩,2016,5.3,64,董成鹏, 董成鹏,董成鹏 / 柳岩 / 乔彬, 喜剧,4,5,https://movie.douban.com/subject/26759763/
1493,一千零一夜,2018,5.2,33850,金沙, 钱晶晶 / 徐子元 / 程婷钰,迪丽热巴 / 邓伦 / 陈奕龙 / 王瑞子 / 张昊唯, 爱情 / 奇幻,45,45,https://movie.douban.com/subject/27088995/
1494,归去来,2018,5.2,14397,刘江, 高璇 / 任宝茹,唐嫣 / 罗晋 / 许龄月 / 于济玮 / 王天辰, 剧情 / 爱情,50,45,https://movie.douban.com/subject/26811528/
1495,哦！我的皇帝陛下,2018,5.2,6026,高博, 柳暗花溟 / 尹航 / 李珊珊 / 水淼淼 / 闫妍,谷嘉诚 / 伍嘉成 / 肖战 / 赵露思 / 彭楚粤, 古装,42,25,https://movie.douban.com/subject/27135558/
1496,武则天秘史,2011,5.2,2880,澄丰, 周粟 / 骆烨,刘晓庆 / 斯琴高娃 / 赵文_ / 唐国强 / 钟欣潼, 传记 / 历史,50,40,https://movie.douban.com/subject/6003256/
1497,推理笔记,2017,5.2,1777,林清振, 早安夏天,张子枫 / 侯明昊 / 汪铎, 悬疑 / 犯罪,20,24,https://movie.douban.com/subject/26975750/
1498,恶魔少爷别吻我 第一季,2017,5.2,4460,尚涛, 锦夏末,李宏毅 / 邢菲 / 符龙飞 / 晓凡 / 柏程俊, 爱情,23,20,https://movie.douban.com/subject/26857977/
1499,神犬小七 第一季,2015,5.2,1854,王小列, 梁振华 / 刘汀 / 何庆平 / 丁涵 / 李寅 / 吴海中,金世佳 / 郭碧婷 / 朱佳煜 / 王煜 / 刘潺, 喜剧 / 爱情,40,45,https://movie.douban.com/subject/26269659/
1500,钱多多嫁人记,2011,5.2,1752,王小康, 人海中,李小冉 / 朴海镇 / 张俪 / 黄小蕾 / 邵兵, 爱情,35,46,https://movie.douban.com/subject/6389525/
1501,产科男医生,2014,5.2,1834,周德华, 张治原,李小璐 / 贾乃亮 / 朱铁 / 郭凯敏 / 刘佳, 剧情 / 爱情,40,,https://movie.douban.com/subject/25762273/
1502,我的蠢萌老公,2016,5.2,738,欧阳奋强, 席琳,杨洋 / 徐正溪 / 阚清子 / 邓莎 / 马睿, 剧情 / 爱情,25,45,https://movie.douban.com/subject/26364370/
1503,初心,2018,5.1,594,宋业明 / 靳滨林, 雷献和 / 王杉 / 季明杰,吴京安 / 丁柳元 / 徐永革 / 宋禹 / 苏丽, 剧情,32,45,https://movie.douban.com/subject/27084057/
1504,医馆笑传2,2016,5.2,516,梁国冠, 黄青蕉 / 朱凌峰,李佳航 / 姜妍 / 李金铭 / 王彦霖, 剧情 / 喜剧 / 古装,48,45,https://movie.douban.com/subject/26647105/
1505,梁山伯与祝英台新传,2017,5.1,496,陈鹏, 毕延伟,晏紫东 / 陈梦希 / 林枫松 / 张怡畅 / 李勤勤, 剧情 / 爱情 / 古装,29,35,https://movie.douban.com/subject/26919581/
1506,碧血书香梦,2015,5.2,268,蒋家骏, 黄朝勇,张檬 / 韩栋 / 蒋冰 / 巍子 / 茅子俊, 剧情 / 家庭,40,,https://movie.douban.com/subject/25955455/
1507,左眼诡事,2016,5.2,242,聂军, 李晗 / 尹航 / 宾妮,叶祖新 / 王秋紫 / 张璇 / 康磊 / 宗峰岩, 动作 / 悬疑,13,35,https://movie.douban.com/subject/26724800/
1508,内衣先生,2018,5.2,1228,钟少雄 / 罗惠德, 郑万隆 / 闫安 / 胡震宇 / 安翔 / 曾云云 / 杨帆 / 姬小梅,史磊 / 孟子义 / 王小利 / 王雅捷 / 唐鉴军, 喜剧 / 爱情,42,45,https://movie.douban.com/subject/27148204/
1509,昆仑阙之前世今生,2017,5.1,767,李秉光 / 缪健辉, 饶俊 / 李明超,张馨予 / 徐海乔 / 苏青 / 吕聿来, 剧情,24,19,https://movie.douban.com/subject/26582363/
1510,步步杀机,2013,5.2,579,朱翊, 白一骢,欧阳震华 / 甄锡 / 焦俊艳 / 方子哥 / 马雅舒, 剧情 / 悬疑,32,40,https://movie.douban.com/subject/20270411/
1511,猛兽列车,2014,5.2,83,黄文利, 王梓 / 胡磊,柴碧云 / 江宏恩 / 张承 / 杨忠勋 / 周德华, 剧情,30,,https://movie.douban.com/subject/24849552/
1512,狼烟,2013,5.5,53,孙小光, 王学伟,连奕名 / 杨若兮 / 王珂, 剧情 / 战争,40,,https://movie.douban.com/subject/11625223/
1513,深海利剑,2017,5.2,3324,赵宝刚, 冯骥 / 尚伟 / 黄小玮,高_睿 / 王阳 / 徐洋 / 刘璐 / 王佳宇, 剧情,34,45,https://movie.douban.com/subject/26879740/
1514,_人的幸福生活,2012,5.2,308,祝东宁, 邵潇逸,张勋杰 / 郑恺 / 郝洛钒, 剧情 / 家庭,32,,https://movie.douban.com/subject/6974345/
1515,双喜盈门,2017,5.3,309,韩兆, 韩兆,潘长江 / 丁子玲 / 肖光奕 / 张大静 / 陈嘉男, 喜剧,43,45,https://movie.douban.com/subject/26949960/
1516,鸳鸯佩,2013,5.2,238,黄家辉, 李惠娟 / 徐慧琴 / 王欢,马浚伟 / 张檬 / 黄少祺 / 午马 / 俞小凡, 爱情,36,40,https://movie.douban.com/subject/10744791/
1517,非正常事件集,2017,5.5,309,于越 / 杨博, 李雪靓,于越 / 景岗山 / 何佳怡 / 霍舒哲 / 盛冠森, 悬疑 / 惊悚,13,42,https://movie.douban.com/subject/26873818/
1518,完美案件,2015,5.2,168,蔺水净, 黎晖，刘磊，黄文意,闵建 / 王静博 / 马宇骄 / 神龙茂 / 李佳, 悬疑 / 惊悚,5,23,https://movie.douban.com/subject/26378054/
1519,姐妹新娘,2010,5.2,164,刘进, 李昱 / 江帆,郝蕾 / 于小伟 / 饶敏莉, 剧情,34,,https://movie.douban.com/subject/4843012/
1520,红色通道,2014,5.2,132,常猛, 李晓兵,刘烨 / 何杜娟 / 刘斌 / 孔维, 剧情 / 战争,40,,https://movie.douban.com/subject/21759755/
1521,校花的贴身高手4,2016,5.2,119,张修诚, 叶紫 / 怀玉 / 杨若轩,李宗霖 / 黄一琳 / 陈雅丽 / 王姿允, 剧情 / 喜剧 / 爱情,12,20,https://movie.douban.com/subject/26873561/
1522,枪声背后,2010,5.2,107,沈雷, 袁伟文 / 王卫国,张译 / 聂远 / 吴晓敏 / 郭凯敏 / 何赛飞,,26,,https://movie.douban.com/subject/4059100/
